Week,Day,Concept,Task,Level,Confidence,Completed,Submitted Links
1,4,CSS,Styling the worlds first website,Beginner,0-10,TRUE,Update CONFIDENCE column. Change COMPLETED column to TRUE. https://manchenkoanna.github.io/WDX-180/user/week01/exercises/day04/cern.html
